,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
6355,3,34,17055.76,Male,No,9.262147,11,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),42.64008,147.4713,3948.1480409999995,4,4,3,4,5,3,3,3
6356,0,88,16584.87,Male,No,9.434403,11,4,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),71.79316,124.9781,5921.002929,3,4,3,3,4,2,4,4
6357,1,18,11327.01,Female,Yes,4.802492,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,71.41919,204.9634,6430.118112,4,5,4,4,2,4,4,6
6358,0,53,48137.72,Male,No,7.829328,6,1,2,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,69.32269000000001,152.4742,6410.8280159999995,4,3,4,3,4,3,3,3
6359,2,64,79298.31,Female,No,11.58716,11,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),67.4011,152.4579,6322.394651,4,4,3,2,4,5,3,4
6360,1,40,45572.07,Male,Yes,7.57603,10,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,46.37208,240.1149,4435.063306,6,6,4,3,4,5,3,4
6361,0,28,51233.97,Male,No,13.025960000000001,8,1,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,60.46139,192.4404,5430.5965670000005,2,3,2,4,2,4,4,3
6362,3,48,47312.43,Female,No,8.076837,10,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,60.80076999999999,117.4835,5311.260793,2,4,3,5,2,4,3,4
6363,1,63,20477.49,Male,No,10.31027,12,1,0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),65.32231,187.4974,6228.1975729999995,3,3,2,3,5,2,4,3
6364,1,44,26141.69,Male,No,9.128373,16,1,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,71.1184,207.6094,6377.657915999999,4,5,4,3,4,4,5,4
6365,0,61,16382.76,Male,No,7.172961,10,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,71.89548,139.9512,6510.261516,4,4,4,6,3,4,4,3
6366,0,47,19153.88,Male,No,11.56957,14,0,3,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,57.186659999999996,207.6094,5195.500799,4,3,3,5,3,5,5,4
6367,0,61,13463.55,Nonbinary,No,11.243839999999999,13,0,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),53.4946,175.0062,5083.028968,3,4,4,5,2,5,3,4
6368,2,43,26369.97,Male,No,7.069017999999999,8,2,0,Yes,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,65.44679000000001,232.6228,6116.195461,3,3,2,3,3,4,4,2
6369,1,86,32183.92,Female,No,3.992429,5,1,1,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,46.307520000000004,127.475,3866.67814,3,3,3,3,3,4,5,5
6370,0,81,46037.64,Male,No,6.622175,12,0,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),55.943569999999994,147.4421,4719.805869,3,3,4,3,4,4,2,2
6371,0,41,38143.8,Nonbinary,No,5.8997910000000005,8,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),71.51954,230.1051,6397.453541,4,4,4,3,4,4,4,4
6372,1,57,47658.35,Male,No,12.01031,5,1,0,No,Two Year,No,Yes,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,62.88109,137.4684,5470.575506,4,4,4,6,2,4,4,5
6373,5,42,21355.46,Female,No,9.96723,9,0,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,66.41154,192.4885,5872.762953,4,4,4,3,4,4,4,2
6374,0,77,78080.83,Male,No,12.68653,13,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,66.07472,217.4725,5819.356258,3,3,4,3,2,3,4,4
6375,1,46,27400.85,Female,No,3.21461,9,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,48.98746,142.4827,4786.931622,4,4,4,1,5,4,3,3
6376,0,74,52053.5,Male,No,7.511184,9,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,63.43731999999999,195.0062,5527.7115810000005,2,1,2,2,3,2,4,3
6377,1,86,85485.62,Female,No,11.26656,14,2,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),50.625440000000005,115.0021,4203.629126,3,2,3,3,3,3,4,3
6378,3,46,56497.63,Male,No,10.4229,10,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,44.59308,182.4608,4176.013803,4,4,3,3,5,3,3,3
6379,4,45,63252.08,Male,No,11.55712,9,1,1,Yes,One year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,66.31631999999999,225.1457,6741.094654,5,5,4,2,5,2,3,3
6380,7,36,5609.56,Female,No,15.4974,12,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),62.252469999999995,182.4608,5696.625474,3,2,2,4,3,2,2,4
6381,0,73,79846.11,Male,No,9.594627000000001,9,0,1,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,60.91248,240.1149,5487.492711,3,4,3,1,3,3,3,3
6382,0,60,33211.59,Female,No,9.640533999999999,13,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),44.58913,222.65,4233.959568,4,3,2,3,4,1,2,2
6383,0,69,102544.2,Male,No,12.58464,14,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,49.261829999999996,129.9483,4630.380688,2,3,3,5,2,5,5,3
6384,1,81,39464.48,Female,No,7.685325,12,0,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,52.68581999999999,210.1518,4878.104493,3,3,3,3,3,4,3,5
6385,0,86,16044.85,Female,No,6.200468,9,0,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,65.67296999999999,117.4872,5761.616471,4,4,5,4,3,3,5,4
6386,0,63,39231.3,Female,No,15.00434,18,0,0,No,One year,Yes,No,None,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),45.29142,162.5005,4021.274223,4,5,4,3,5,4,4,3
6387,9,50,70043.78,Female,No,2.1048240000000003,15,2,0,No,Two Year,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,64.47686,152.4742,6218.382624,4,4,5,3,4,3,3,4
6388,1,35,83330.44,Male,No,10.75619,4,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,64.31881,207.4673,5834.02568,5,5,3,4,2,6,6,2
6389,1,71,29077.39,Female,No,14.62681,13,4,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,50.30252,222.6609,4719.932145000001,3,4,4,4,5,3,3,2
6390,1,49,39184.05,Male,No,13.067110000000001,12,1,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),67.89706,222.6143,6609.122789999999,3,4,3,3,5,3,4,4
6391,4,38,26393.06,Nonbinary,No,6.256431,8,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,63.280969999999996,114.9728,5414.545503,5,5,6,3,4,3,3,4
6392,8,30,11786.95,Female,No,9.94893,10,0,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,67.32753000000001,275.1198,6451.646223,4,4,3,4,3,3,3,5
6393,0,30,24707.03,Female,No,11.5315,11,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),64.48925,112.4551,5345.2651590000005,4,4,2,5,3,4,3,2
6394,1,61,4108.64,Male,No,11.441130000000001,7,2,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),68.10386,165.0113,6071.213666,5,4,4,5,2,4,5,3
6395,2,32,8916.93,Female,No,10.84095,15,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),51.60111,255.1555,5033.827918,3,2,3,5,2,2,3,3
6396,0,49,40057.31,Female,No,11.00613,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,48.521679999999996,127.4601,4486.430136,5,5,4,6,2,5,5,5
6397,0,71,29056.86,Male,No,9.929808999999999,12,0,1,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),53.63969,129.9483,4982.535602,3,3,4,3,4,2,4,3
6398,2,78,25676.69,Female,No,9.883909,19,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),47.175990000000006,127.4421,4404.023518999999,2,4,4,4,3,3,3,3
6399,4,65,50199.18,Female,No,11.016580000000001,4,0,0,No,One year,Yes,Yes,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),51.45585,125.0073,4442.819177,2,3,3,3,3,3,4,4
6400,3,21,48844.65,Male,No,15.414420000000002,10,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Mailed Check,49.30109,114.9509,4812.4118020000005,3,4,3,3,4,4,3,3
6401,0,37,65592.66,Female,No,14.44405,7,2,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,No,Mailed Check,49.605990000000006,159.9875,4254.289639,3,3,5,3,4,2,2,5
6402,2,36,15745.22,Male,No,11.52469,4,0,0,Yes,One year,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,60.151309999999995,190.127,6024.749674000001,4,3,3,3,2,3,2,2
6403,1,61,24072.79,Male,No,9.574803999999999,8,2,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),47.98376,82.49655,4079.4773840000003,5,5,4,3,4,3,5,5
6404,0,51,32663.78,Male,No,14.43716,15,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,69.56294,202.65,6770.3155959999995,3,3,5,3,4,3,5,4
6405,2,71,38833.39,Female,No,6.447173,15,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,64.78357,157.4698,5372.80048,2,3,3,4,3,2,3,3
6406,9,65,58813.9,Male,No,9.441469,10,2,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Credit Card (automatic),51.413129999999995,137.4836,5089.022874,4,5,5,3,5,3,5,3
6407,1,85,80087.23,Female,No,13.419220000000001,5,2,0,No,One year,No,Yes,None,Yes,No,Yes,No,No,No,No,No,Yes,Mailed Check,66.3094,82.49655,5420.067411999999,4,4,5,5,4,5,3,4
6408,3,20,23874.86,Female,No,7.742007000000001,14,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,66.34756,182.49,6033.438284000001,2,1,2,1,6,1,2,3
6409,1,58,31973.73,Male,No,10.863710000000001,12,0,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,60.950340000000004,154.9618,5824.155057,4,3,4,6,3,4,3,5
6410,1,47,49511.19,Male,No,10.843580000000001,12,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,52.38554,222.65,4993.2414229999995,4,4,4,3,3,4,4,4
6411,0,19,11791.97,Male,No,7.659547,11,1,1,No,One year,No,No,DSL,No,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,62.26071999999999,149.9928,5855.9297990000005,2,2,2,4,4,2,3,2
6412,4,84,31430.08,Male,No,10.62065,12,0,0,No,Two Year,No,No,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,64.67817,137.4684,5621.654767,3,4,5,3,5,4,2,3
6413,4,76,5411.4,Male,Yes,9.675355,11,0,1,Yes,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,56.573190000000004,210.138,5271.605896,5,5,4,2,5,2,3,4
6414,1,45,43388.31,Female,No,11.79283,8,1,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,39.1168,194.9663,4072.167583,3,3,4,4,3,3,3,3
6415,1,25,45035.77,Female,No,7.625019,7,0,2,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,59.95075,255.1198,6061.603654,4,3,3,3,3,3,4,4
6416,4,24,22431.45,Female,No,14.15969,16,1,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Credit Card (automatic),65.91841,142.5007,6277.33482,3,4,3,3,3,2,2,4
6417,0,75,14242.01,Female,No,14.12222,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),61.19826,192.4705,5244.846457,4,5,4,5,3,3,5,4
6418,8,32,38469.46,Female,No,4.463867,19,1,2,Yes,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,64.46736999999999,190.1737,6200.818914,3,2,3,4,2,4,5,5
6419,2,48,21248.31,Male,No,8.372428999999999,12,1,1,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),61.9981,139.965,5884.305654,4,5,4,3,4,4,5,3
6420,4,35,121444.9,Male,No,6.814054,16,2,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),68.30662,159.9349,6101.654993,5,5,4,3,4,4,4,5
6421,0,77,42883.22,Male,No,12.831010000000001,12,0,0,No,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,67.86743,139.9979,5799.405302,3,4,4,3,3,4,5,3
6422,0,57,13948.49,Male,No,11.961739999999999,9,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,67.77528000000001,210.127,6105.525987,1,3,2,3,2,2,5,4
6423,3,25,16960.17,Male,No,11.70669,14,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,50.073,182.4676,4672.7400020000005,2,1,3,4,3,3,4,4
6424,0,84,36835.17,Male,No,13.550770000000002,10,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),64.53,175.1331,5675.888405,3,2,2,4,4,2,3,3
6425,0,50,10560.99,Male,No,11.31448,12,0,0,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,59.740919999999996,117.4858,5218.637314,3,2,2,4,4,2,3,2
6426,2,26,5911.41,Female,No,8.274459,11,2,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,68.60051999999999,104.9643,6174.634632,2,2,3,4,4,3,4,3
6427,1,49,27784.38,Female,No,11.03858,9,1,2,No,Month-to-month,No,No,DSL,No,Yes,Yes,No,No,No,Yes,Yes,No,Electronic Check,58.466359999999995,222.6326,5838.178564,4,3,4,3,5,2,4,3
6428,0,63,28140.14,Female,No,8.485886,16,4,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,58.10315,119.9568,5398.317847,4,2,4,3,4,5,2,2
6429,1,52,15778.64,Female,No,8.079285,10,0,1,Yes,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,47.476009999999995,277.6513,4693.458553,3,3,3,3,3,3,3,2
6430,0,74,27100.67,Male,No,12.30379,11,0,1,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Bank Transfer(automatic),61.30152,149.989,5328.929299,2,1,3,4,3,3,3,5
6431,1,52,33727.33,Male,No,6.958049000000001,12,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),60.22359,210.1518,5637.867429,4,3,3,4,4,3,3,4
6432,4,43,92696.47,Female,No,6.630274000000001,9,1,1,No,One year,No,No,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,71.77038,134.9801,6188.3223880000005,5,4,3,3,5,4,3,4
6433,1,55,30605.32,Male,No,15.23751,13,2,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),58.7517,182.49,5317.014241,4,3,4,5,3,4,3,4
6434,0,45,46994.01,Female,No,13.481810000000001,7,2,1,No,One year,No,No,None,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),65.62921,79.97886,5389.491157,3,3,3,3,5,4,3,3
6435,9,85,25034.34,Male,No,6.075357,18,1,0,No,Two Year,No,Yes,None,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,66.12646,117.5015,5831.95427,4,3,4,3,5,4,2,4
6436,1,47,9806.64,Male,No,9.346134,12,0,0,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,70.04547,127.4738,6450.493796,5,5,5,4,4,5,5,3
6437,2,55,70150.34,Male,No,9.823972999999999,18,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Mailed Check,64.25103,107.48200000000001,5880.656131000001,3,3,3,3,4,2,4,5
6438,2,49,28833.12,Male,No,7.720028,11,0,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,61.67482,139.9512,5773.715899,4,3,1,3,4,4,2,4
6439,1,49,47512.7,Female,No,10.18517,8,1,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),58.707719999999995,139.9349,5543.326997,3,4,4,4,3,3,4,4
6440,3,60,73479.87,Male,No,12.79553,11,2,3,No,Month-to-month,No,No,DSL,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,67.55011999999999,154.9755,6500.761531,4,5,4,3,3,5,5,4
6441,1,49,30403.75,Male,No,12.11743,12,1,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Bank Transfer(automatic),67.28603000000001,162.4526,5954.978524,3,5,4,3,5,2,4,3
6442,0,34,13728.71,Female,No,7.893642,13,0,1,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),50.86377,117.47200000000001,4415.844265,4,4,4,4,2,4,4,4
6443,0,52,110391.6,Male,No,5.193206,14,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),66.30503,179.9656,5674.466677,4,4,3,4,2,4,4,5
6444,7,57,40281.89,Female,No,12.31332,13,0,1,No,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),55.67304,245.1283,5861.769044,4,3,3,2,6,3,1,1
6445,0,77,87747.16,Male,No,10.30752,10,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,58.7814,129.9915,5473.599849,4,5,5,4,3,4,4,5
6446,1,31,6193.94,Female,No,9.843695,15,3,0,No,One year,No,No,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Yes,Mailed Check,56.799780000000005,137.4686,4911.905543,4,4,4,4,2,5,5,5
6447,0,40,40204.1,Male,No,12.12353,14,2,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),49.95803,172.4579,4543.825132999999,2,3,3,4,4,2,4,3
6448,2,70,27301.4,Female,No,16.1298,9,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),46.251540000000006,174.9768,4552.057718,2,2,1,3,3,1,4,3
6449,0,52,42433.77,Male,No,9.420146,10,2,0,No,Two Year,No,No,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),62.08441,182.4653,5465.2079109999995,4,4,4,2,5,3,3,2
6450,0,62,17440.08,Male,No,7.934951,13,0,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),48.38433,222.6326,4985.725486,3,4,2,3,4,4,4,1
6451,0,66,6096.89,Female,No,7.744646,10,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Mailed Check,70.71967,172.4404,6512.990011999999,3,3,4,4,4,4,4,3
6452,2,57,42090.01,Female,No,10.70759,12,1,0,No,Two Year,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,63.4041,114.9658,5389.076144,5,5,4,3,3,5,4,4
6453,3,73,23446.13,Male,No,11.26135,15,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),68.17558000000001,112.4551,5680.973666,4,3,5,3,4,5,3,4
6454,10,86,10803.89,Female,No,10.473939999999999,10,0,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,49.505340000000004,127.4586,4531.562513,4,3,3,4,4,3,2,3
6455,4,69,40143.6,Male,No,16.41048,18,2,0,No,Two Year,Yes,No,None,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,68.78168000000001,92.5018,5859.681153,3,3,4,3,3,3,3,2
6456,0,49,37658.41,Male,No,10.63472,14,3,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,71.60925999999999,104.9629,6109.236207,3,3,2,3,3,2,4,3
6457,0,56,21929.84,Female,No,13.687679999999999,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),65.05715,107.48200000000001,5799.574085,6,5,5,2,4,5,5,5
6458,1,51,38126.15,Female,No,8.61622,13,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Mailed Check,69.21008,204.9797,6015.112937,2,3,3,3,2,4,3,2
6459,0,74,63733.76,Male,Yes,6.058654,18,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),67.61856999999999,255.1198,6545.503925999999,3,3,4,2,4,2,4,3
6460,1,37,84100.24,Female,No,8.571661,15,2,1,No,One year,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),55.749680000000005,152.466,4912.337528,5,5,5,4,3,4,5,5
6461,3,81,24771.21,Female,No,7.937239,10,1,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Electronic Check,62.120940000000004,200.1185,5951.449014,2,3,3,4,4,3,2,3
6462,2,46,30122.01,Male,No,7.003919000000001,16,0,0,No,One year,No,Yes,DSL,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),62.43504,92.45514,5681.838688,3,4,4,5,4,3,3,3
6463,3,88,102322.6,Female,No,0.3918659,19,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,50.89196,210.127,4665.805714,3,3,3,3,3,2,2,2
6464,3,36,55110.25,Male,No,10.07036,12,1,0,No,One year,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,No,Yes,Mailed Check,55.221940000000004,137.4392,4901.470822,5,4,4,4,4,3,5,5
6465,0,37,12071.22,Female,No,13.06712,13,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),57.01834,124.9643,4714.4872909999995,3,3,3,5,4,3,4,4
6466,5,75,16897.14,Male,Yes,10.496360000000001,10,2,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Electronic Check,58.018359999999994,242.6326,5472.923809000001,3,2,3,4,1,2,3,3
6467,1,53,20706.94,Female,No,9.723378,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),47.69242,159.9349,4214.148669,5,5,4,3,4,4,3,3
6468,2,81,32891.71,Female,No,6.832330000000001,17,0,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),60.88203000000001,197.6288,5495.323342000001,3,3,4,4,4,3,4,2
6469,10,64,60462.14,Female,No,11.75314,11,1,0,No,One year,No,No,None,No,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,36.264790000000005,197.6288,3780.2536130000003,5,3,4,3,4,3,3,3
6470,0,29,59138.75,Male,No,9.175781,12,2,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,68.03515,187.4673,6540.915805,5,5,4,4,3,4,3,2
6471,4,73,11374.3,Female,No,2.039771,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,59.153459999999995,129.9483,5503.849666,2,2,2,4,2,3,3,4
6472,3,61,15422.66,Male,No,9.400628999999999,14,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Electronic Check,67.73639,222.6326,6667.024092000001,4,4,5,4,3,4,4,4
